Remark=,"""17:41:07 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17:41:25,wheat,1,133.00013,0,-94.16677099,-0.002469548,-60490.71696,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-42.69811914,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.022544707,0.903236609,21.34414673,2,4.644859791,1,9.289719582,20.75343513,21.34414673,20.03198051,1.194045782,64.07319641,16.30117989,16.28637123,67.0242157,66.96669769,299.5212708,2.508031845,8.912424088,101.0644608,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497606354,-2.25447E-05,294.4941467,293.9034351,0.401285086,-0.019456412,2.549209935,25.22360399,8.937232756,21.04879093,2.503425477,-0.002470204,1.645973326,0.85745215,-0.001543819,-6113.46169,-944.0877052,63.8073796,77.75769353,-0.772725454,0,2.181987705,0,#DIV/0!,#DIV/0!
17,17:41:26,wheat,1,134.00013,0,-96.02033389,-0.002420469,-62933.67807,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-43.59641511,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.022098448,0.903313969,21.34438133,2,4.644859791,1,9.289719582,20.75109482,21.34438133,20.02677917,1.195336699,65.30947876,16.30049324,16.28597832,67.02610779,66.96867371,299.533844,2.505223751,8.904178619,101.0643997,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49766922,-2.20984E-05,294.4943813,293.9010948,0.400835791,-0.019641222,2.549246592,25.22398192,8.938003607,21.04773808,2.503263565,-0.002421099,1.645932622,0.857330943,-0.00151313,-6360.354397,-963.6224216,63.80499181,79.26333922,-0.772939505,0,2.179544663,0,#DIV/0!,#DIV/0!
18,17:41:27,wheat,1,135.0001299,0,-94.42920512,-0.002369447,-63225.14012,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-42.77335167,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.021633795,0.903367158,21.34454346,2,4.644859791,1,9.289719582,20.74869347,21.34454346,20.02223587,1.197641134,64.2494278,16.29992104,16.28571129,67.028862,66.97083282,299.5334473,2.510672808,8.909115791,101.0643463,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497667236,-2.16338E-05,294.4945435,293.8986935,0.40170764,-0.019823584,2.549271924,25.22424591,8.938534617,21.04661846,2.503091398,-0.002370051,1.645904766,0.857186632,-0.001481228,-6389.807457,-984.0576374,63.80341918,77.97206235,-0.772700628,0,2.184285343,0,#DIV/0!,#DIV/0!
19,17:41:29,wheat,1,136.5001298,0,-87.58324283,-0.002214691,-62743.98611,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-39.57603996,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.02022222,0.903444391,21.34479523,2,4.644859791,1,9.289719582,20.74513245,21.34479523,20.01630592,1.201568484,59.6829834,16.29862404,16.28534126,67.03471375,66.97848511,299.5291748,2.514677286,8.915440559,101.0643158,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497645874,-2.02222E-05,294.4947952,293.8951324,0.402348357,-0.020218866,2.549311263,25.22464277,8.939301512,21.04496384,2.502836979,-0.002215219,1.645866872,0.856970106,-0.001384464,-6341.178027,-1051.287696,63.80148587,72.41074948,-0.771700482,0,2.187769239,0,#DIV/0!,#DIV/0!
20,17:41:30,wheat,1,137.5001297,0,-79.56721745,-0.002122102,-59491.09332,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-35.7626388,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.019376777,0.903452212,21.34482765,2,4.644859791,1,9.289719582,20.742836,21.34482765,20.0132885,1.202845097,54.33292007,16.2980442,16.28531647,67.03762054,66.98236084,299.522522,2.525181293,8.920326233,101.0643005,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49761261,-1.93768E-05,294.4948277,293.892836,0.404028998,-0.020452515,2.54931633,25.22469671,8.939380247,21.04383183,2.502662931,-0.002122587,1.645864118,0.856798813,-0.001326573,-6012.425734,-1094.936426,63.80160478,65.89578186,-0.770385602,0,2.196907725,0,#DIV/0!,#DIV/0!
21,17:41:31,wheat,1,138.5001297,0,-71.59632663,-0.002034941,-55826.64793,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-32.14654141,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.018580716,0.903450323,21.34503365,2,4.644859791,1,9.289719582,20.74067497,21.34503365,20.01163101,1.203641176,49.01234818,16.29786491,16.28565979,67.04179382,66.98730469,299.5154724,2.524228096,8.922618866,101.0642624,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497577362,-1.85807E-05,294.4950336,293.890675,0.403876486,-0.020686483,2.549348517,25.22502472,8.939364929,21.04285431,2.502512645,-0.002035387,1.645898194,0.856614451,-0.001272077,-5642.078994,-1139.032305,63.80246479,59.41686471,-0.768809013,0,2.196078444,0,#DIV/0!,#DIV/0!
22,17:41:32,wheat,1,140.0001296,0,-61.39859424,-0.001826518,-53343.66355,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-27.39330494,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.016675921,0.903376339,21.34513283,2,4.644859791,1,9.289719582,20.73778725,21.34513283,20.01205826,1.200729609,42.19978714,16.29751015,16.28655624,67.0474472,66.99613953,299.5156555,2.534329891,8.909546852,101.0641937,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497578278,-1.66759E-05,294.4951328,293.8877872,0.405492774,-0.021126631,2.549364015,25.2251952,8.938638959,21.04146004,2.5022983,-0.001826877,1.645987675,0.856310625,-0.001141766,-5391.134347,-1264.074233,63.80644152,51.12234949,-0.766323507,0,2.204867005,0,#DIV/0!,#DIV/0!
23,17:41:33,wheat,1,141.0001295,0,-55.40889374,-0.001606569,-54736.54194,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-24.6380204,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.014666612,0.90332346,21.34513092,2,4.644859791,1,9.289719582,20.73612404,21.34513092,20.01377487,1.199457645,38.19872665,16.29671669,16.28708267,67.05128479,67.00193787,299.5164795,2.538311005,8.865573883,101.0641556,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497582397,-1.46666E-05,294.4951309,293.886124,0.406129752,-0.021532662,2.549363717,25.22520178,8.938119103,21.04062748,2.502170317,-0.001606847,1.646040257,0.85613006,-0.001004254,-5531.902391,-1432.941533,63.8094031,46.25085416,-0.76444176,0,2.208330574,0,#DIV/0!,#DIV/0!
24,17:41:35,wheat,1,142.5001294,0,-47.64744883,-0.001294152,-58441.51551,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-21.07732271,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011812349,0.903188144,21.3448658,2,4.644859791,1,9.289719582,20.73415756,21.3448658,20.01767349,1.198263288,33.0145874,16.29577446,16.28801537,67.05511475,67.01176453,299.5181885,2.543859959,8.74080658,101.0641327,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497590942,-1.18123E-05,294.4948658,293.8841576,0.407017584,-0.022081882,2.54932229,25.22479759,8.93678222,21.03951168,2.501998802,-0.001294332,1.646134146,0.855864656,-0.000808942,-5906.341079,-1770.172524,63.81544369,39.93880674,-0.761325472,0,2.213158164,0,#DIV/0!,#DIV/0!
25,17:41:36,wheat,1,143.5001293,0,-43.2965515,-0.001175928,-58447.50163,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-19.07507443,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.010732201,0.903110271,21.34461212,2,4.644859791,1,9.289719582,20.73323441,21.34461212,20.02099228,1.200126529,30.11105347,16.29544449,16.28839493,67.05725861,67.01622772,299.519104,2.548704386,8.653684616,101.0641251,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49759552,-1.07322E-05,294.4946121,293.8832344,0.407792693,-0.022289078,2.549282653,25.22440729,8.936012359,21.03892326,2.501908357,-0.001176077,1.646172382,0.855735975,-0.000735035,-5906.945615,-1941.064656,63.8184617,36.40299199,-0.759036322,0,2.217372816,0,#DIV/0!,#DIV/0!
26,17:41:37,wheat,1,145.0001292,0,-37.54507371,-0.001082228,-55074.20428,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-16.37088616,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.009875618,0.902989534,21.34447098,2,4.644859791,1,9.289719582,20.7323513,21.34447098,20.02662086,1.201196909,26.27158356,16.29585457,16.28936768,67.06144714,67.02264404,299.5193787,2.565886259,8.574286461,101.0641479,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497596893,-9.87562E-06,294.494471,293.8823513,0.410541792,-0.02245407,2.549260599,25.22418336,8.934815682,21.03841114,2.501829642,-0.001082354,1.646271065,0.855558577,-0.00067646,-5566.027529,-2096.341249,63.82333695,31.72770622,-0.75525532,0,2.232321045,0,#DIV/0!,#DIV/0!
27,17:41:38,wheat,1,146.0001292,0,-34.16186481,-0.001032007,-52551.31921,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-14.81447934,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.009416779,0.902940469,21.34461784,2,4.644859791,1,9.289719582,20.73206329,21.34461784,20.03034592,1.202873349,24.01427841,16.29626083,16.2900753,67.06408691,67.02643585,299.5176392,2.572961569,8.572063446,101.0641785,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497588196,-9.41678E-06,294.4946178,293.8820633,0.411673842,-0.022545375,2.549283547,25.2244028,8.934327502,21.03834057,2.501818795,-0.001032122,1.646343078,0.855475718,-0.000645066,-5311.055903,-2188.336385,63.82580674,28.97874662,-0.752416455,0,2.238476565,0,#DIV/0!,#DIV/0!
28,17:41:39,wheat,1,147.0001291,0,-31.10244087,-0.001004355,-49162.90489,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-13.38085102,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.0091641,0.902907461,21.34481239,2,4.644859791,1,9.289719582,20.73200798,21.34481239,20.03363037,1.20351398,21.97213936,16.2967186,16.29069901,67.06661224,67.02971649,299.5156555,2.585822582,8.578056335,101.0642014,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497578278,-9.1641E-06,294.4948124,293.882008,0.413731604,-0.022590632,2.549313945,25.22469788,8.933998873,21.03841019,2.501829496,-0.001004463,1.646406484,0.855423011,-0.00062778,-4968.609719,-2237.511063,63.82765118,26.49200616,-0.749356517,0,2.249665647,0,#DIV/0!,#DIV/0!
29,17:41:40,wheat,1,148.000129,0,-28.34119022,-0.000957966,-46968.66859,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-12.10731192,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.008740103,0.902836542,21.34486961,2,4.644859791,1,9.289719582,20.7320919,21.34486961,20.0362606,1.203902841,20.12883759,16.29722786,16.29148674,67.06908417,67.03362274,299.5134888,2.595675707,8.58889389,101.0642166,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497567444,-8.7401E-06,294.4948696,293.8820919,0.415308104,-0.022655025,2.549322886,25.22478254,8.933295797,21.03848076,2.501840343,-0.000958065,1.646486345,0.855353998,-0.000598782,-4746.851696,-2333.401936,63.83078374,24.24743411,-0.746074977,0,2.258237865,0,#DIV/0!,#DIV/0!
30,17:41:41,wheat,1,149.0001289,0,-25.85359836,-0.000902388,-45486.23467,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-10.98268282,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.008231931,0.902720793,21.34453392,2,4.644859791,1,9.289719582,20.73227692,21.34453392,20.03814507,1.206193447,18.47008896,16.29752159,16.29211426,67.0712738,67.03688049,299.5123596,2.601127148,8.602953911,101.064209,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497561798,-8.23193E-06,294.4945339,293.8822769,0.416180334,-0.022715543,2.549270434,25.22426544,8.932151179,21.03840542,2.501828763,-0.000902476,1.64654964,0.855279123,-0.00056404,-4597.030327,-2462.697108,63.83489105,22.22718383,-0.742496957,0,2.262980618,0,#DIV/0!,#DIV/0!
31,17:41:42,wheat,1,150.0001289,0,-23.61898408,-0.000759274,-49390.99103,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-10.05117402,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.00692527,0.902588101,21.34409523,2,4.644859791,1,9.289719582,20.73252106,21.34409523,20.03936005,1.206846476,16.97857475,16.29730415,16.29275513,67.07187653,67.04013824,299.5119019,2.586646318,8.60822773,101.0641708,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497559509,-6.92527E-06,294.4940952,293.8825211,0.413863402,-0.022916153,2.549201889,25.22359673,8.9308416,21.03830814,2.501813811,-0.000759336,1.646613788,0.855200024,-0.00047458,-4991.659555,-2909.018675,63.83979236,20.41093116,-0.738737017,0,2.250382297,0,#DIV/0!,#DIV/0!
32,17:41:43,wheat,1,151.0001288,0,-21.60462142,-0.000644435,-53232.77979,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-9.156964518,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.005877043,0.902477656,21.34377098,2,4.644859791,1,9.289719582,20.73275375,21.34377098,20.0400753,1.205950618,15.63257217,16.29721451,16.29335403,67.07215881,67.04306793,299.5117493,2.586389065,8.609016418,101.0641251,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497558746,-5.87704E-06,294.493771,293.8827538,0.413822241,-0.023069757,2.549151226,25.22310686,8.929752827,21.03826237,2.501806776,-0.00064448,1.64667357,0.855133206,-0.000402796,-5379.924314,-3405.247659,63.8439435,18.7721975,-0.734769719,0,2.250158486,0,#DIV/0!,#DIV/0!
33,17:41:45,wheat,1,152.5001287,0,-19.77723872,-0.000601789,-52184.64407,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-8.37328952,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.005487953,0.90245387,21.3438549,2,4.644859791,1,9.289719582,20.73295212,21.3438549,20.04020691,1.2042768,14.41064739,16.29732895,16.29372406,67.07328033,67.04554749,299.5117798,2.577605009,8.601799011,101.0640945,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497558899,-5.48795E-06,294.4938549,293.8829521,0.412416792,-0.023136003,2.549164339,25.22324422,8.929520162,21.03840351,2.50182847,-0.000601828,1.646710469,0.855118001,-0.000376139,-5273.993802,-3621.256051,63.84523906,17.28471394,-0.730519775,0,2.242516358,0,#DIV/0!,#DIV/0!
34,17:41:46,wheat,1,153.5001286,0,-18.11420253,-0.000520282,-55286.61343,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-7.614835877,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.004744607,0.902450673,21.34422112,2,4.644859791,1,9.289719582,20.73309708,21.34422112,20.03994942,1.203386426,13.29926682,16.29744339,16.29432678,67.07466888,67.04836273,299.511322,2.583312035,8.594044685,101.064064,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49755661,-4.74461E-06,294.4942211,293.8830971,0.413329916,-0.023267258,2.549221558,25.22381801,8.929491224,21.0386591,2.501867754,-0.000520311,1.646770885,0.855096868,-0.000325192,-5587.489839,-4157.117396,63.84647417,15.93165773,-0.725930712,0,2.24748147,0,#DIV/0!,#DIV/0!
35,17:41:47,wheat,1,154.5001286,0,-16.60962443,-0.000473815,-55667.35676,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-6.967317498,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.004320682,0.902416858,21.34430122,2,4.644859791,1,9.289719582,20.73316956,21.34430122,20.03955078,1.203951597,12.2951107,16.29762459,16.29478645,67.07606506,67.05199432,299.5120239,2.575180054,8.590559959,101.0640564,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49756012,-4.32068E-06,294.4943012,293.8831696,0.412028799,-0.023344088,2.549234075,25.22394376,8.929157308,21.03873539,2.50187948,-0.000473839,1.646817217,0.855062263,-0.000296148,-5625.968883,-4527.601102,63.84817639,14.70885342,-0.720990413,0,2.240406647,0,#DIV/0!,#DIV/0!
36,17:41:48,wheat,1,155.5001285,0,-15.24079569,-0.00037227,-65016.42299,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-6.386860811,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.003394403,0.902347352,21.3442421,2,4.644859791,1,9.289719582,20.73322678,21.3442421,20.03883362,1.206960797,11.38408756,16.29761124,16.29538155,67.07566833,67.05237579,299.5115356,2.562875748,8.604953766,101.064064,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497557678,-3.3944E-06,294.4942421,293.8832268,0.41006011,-0.023502994,2.549224836,25.22385044,8.928468897,21.03873444,2.501879334,-0.000372285,1.646877484,0.85500185,-0.000232677,-6570.823936,-5711.166805,63.85121575,13.59890944,-0.715603952,0,2.2297019,0,#DIV/0!,#DIV/0!
37,17:41:49,wheat,1,156.5001284,0,-14.00485196,-0.000251303,-88508.25032,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-5.838509596,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.002290994,0.90219556,21.3437767,2,4.644859791,1,9.289719582,20.73319435,21.3437767,20.0375843,1.207942605,10.55980206,16.29766273,16.29615784,67.07692719,67.05595398,299.5099792,2.560260534,8.651615143,101.0641022,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497549896,-2.29099E-06,294.4937767,293.8831944,0.409641676,-0.023672501,2.54915212,25.22312142,8.926963583,21.03848553,2.501841076,-0.00025131,1.646956561,0.854884515,-0.000157068,-8945.006853,-8381.62021,63.85673549,12.5950142,-0.710046144,0,2.227426665,0,#DIV/0!,#DIV/0!
38,17:41:50,wheat,1,157.5001284,0,-12.89262099,-0.000237953,-86051.22673,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-5.337696347,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.00216904,0.902095848,21.34330368,2,4.644859791,1,9.289719582,20.73311615,21.34330368,20.03582954,1.207210302,9.81637001,16.29783058,16.29640579,67.07804871,67.05875397,299.5098877,2.56096983,8.727381706,101.0641479,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497549438,-2.16904E-06,294.4933037,293.8831161,0.409755164,-0.023676002,2.549078214,25.22237872,8.925972923,21.03820992,2.501798714,-0.000237959,1.646982366,0.854816348,-0.000148724,-8696.69391,-8766.094457,63.85974335,11.68995061,-0.704296789,0,2.228043752,0,#DIV/0!,#DIV/0!
39,17:41:51,wheat,1,159.0001283,0,-11.89096359,-0.000266641,-70825.31961,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.906408709,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.002430375,0.902028997,21.34287643,2,4.644859791,1,9.289719582,20.7328968,21.34287643,20.03374863,1.204200745,9.144479752,16.29799461,16.29639816,67.0791626,67.06075287,299.5105286,2.55142808,8.810427666,101.0642014,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497552643,-2.43038E-06,294.4928764,293.8828968,0.408228484,-0.023628951,2.549011462,25.22170489,8.92530673,21.03788662,2.501749024,-0.000266649,1.646982465,0.854766558,-0.000166655,-7157.904362,-7745.144779,63.86137621,10.87249756,-0.698435015,0,2.219742429,0,#DIV/0!,#DIV/0!
40,17:41:52,wheat,1,160.0001282,0,-10.98448027,-0.000407152,-42843.61245,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.511758233,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.003710903,0.901968099,21.3422718,2,4.644859791,1,9.289719582,20.73253441,21.3422718,20.03158951,1.201362371,8.536320686,16.29849625,16.29605865,67.08170319,67.06253052,299.5112305,2.543667793,8.881018639,101.0642471,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497556152,-3.7109E-06,294.4922718,293.8825344,0.406986838,-0.023407396,2.548916998,25.22075878,8.924700123,21.03740311,2.50167471,-0.00040717,1.646948899,0.854725811,-0.00025448,-4329.957437,-5018.978788,63.86195388,10.13260658,-0.692309888,0,2.21299098,0,#DIV/0!,#DIV/0!
41,17:41:53,wheat,1,161.0001281,0,-10.17042762,-0.000574796,-28096.12243,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.135909429,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.005238246,0.90184828,21.34117126,2,4.644859791,1,9.289719582,20.73210335,21.34117126,20.02950859,1.200982451,7.992347717,16.29898262,16.29554176,67.08321381,67.06209564,299.5117798,2.54858613,8.923254013,101.0642548,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497558899,-5.23825E-06,294.4911713,293.8821033,0.407773772,-0.023118445,2.548745064,25.21905564,8.923513875,21.03663731,2.501557014,-0.000574831,1.646896784,0.85466023,-0.000359266,-2839.513675,-3515.377887,63.86370585,9.470333912,-0.685848254,0,2.217269933,0,#DIV/0!,#DIV/0!
42,17:41:54,wheat,1,162.000128,0,-9.437767722,-0.000737521,-20317.658,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.829029387,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.006719137,0.901557329,21.33896446,2,4.644859791,1,9.289719582,20.73153687,21.33896446,20.02738953,1.201536298,7.503656387,16.29942322,16.29500961,67.08601379,67.06357574,299.5124817,2.532909155,8.932122231,101.0642548,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497562408,-6.71914E-06,294.4889645,293.8815369,0.405265456,-0.022809041,2.548400332,25.21564462,8.92063501,21.03525066,2.501343914,-0.00073758,1.646843003,0.854500911,-0.000460982,-2053.388964,-2707.701012,63.86991709,8.875171029,-0.679186283,0,2.203630965,0,#DIV/0!,#DIV/0!
43,17:41:55,wheat,1,163.000128,0,-8.772903112,-0.00083899,-16601.17269,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.529501876,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.007639639,0.901086876,21.33571625,2,4.644859791,1,9.289719582,20.73091888,21.33571625,20.02521706,1.204858184,7.062989235,16.29966164,16.2946434,67.0881958,67.06523132,299.513855,2.531340599,8.939094543,101.0642624,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497569275,-7.63964E-06,294.4857162,293.8809189,0.405014487,-0.022543861,2.547892992,25.21062275,8.915979345,21.03331757,2.50104686,-0.000839066,1.646806116,0.854240743,-0.00052441,-1677.785273,-2350.445702,63.8812849,8.337884467,-0.672142107,0,2.202266321,0,#DIV/0!,#DIV/0!
44,17:41:56,wheat,1,164.0001279,0,-8.170884489,-0.000890367,-14569.30661,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.271783857,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.008101378,0.900409008,21.33123779,2,4.644859791,1,9.289719582,20.73025703,21.33123779,20.02312088,1.208886385,6.664984703,16.29974747,16.29442596,67.09038544,67.06702423,299.5158081,2.519236088,8.944849014,101.0642929,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497579041,-8.10138E-06,294.4812378,293.880257,0.403077765,-0.022312584,2.547193646,25.20369532,8.909269354,21.03074741,2.500651959,-0.000890453,1.646784638,0.853867321,-0.000556525,-1472.436671,-2185.947495,63.89847913,7.852393425,-0.66490185,0,2.191735396,0,#DIV/0!,#DIV/0!
